Type,Name/Price,Address,City,Zip,State,Category,Latitude,Longitude,Date
E,BRYAN HILL ELEM.,4342 ALDINE,St. Louis,63113,MO,Public,38.6569,-90.2442,10/25/2018
E,ST CECILIA SCHOOL,906 EICHELBERGER ST,St. Louis,63111,MO,Private,38.56874,-90.2504,10/25/2018
E,St. Louis College Prep Middle,1224 Grattan,St. Louis,63104,MO,Charter,38.61711,-90.20833,10/25/2018
E,ST FRANCES CABRINI ACADEMY,3022 OREGON AVE,St. Louis,63118,MO,Private,38.60115,-90.22933,10/25/2018
E,NAHED CHAPMAN NEW AMERICAN ACA,1530 SOUTH GRAND,St. Louis,63104,MO,Public,38.61987,-90.23805,10/25/2018
E,DUNBAR AND BR.,1415 N GARRISON AVE,St. Louis,63106,MO,Public,38.64527,-90.22079,10/25/2018
E,OUR LADY OF SORROWS SCHOOL,5831 S KINGSHIGHWAY BLVD,St. Louis,63109,MO,Private,38.57757515,-90.28273772,10/25/2018
E,ST AMBROSE SCHOOL,5110 WILSON AVE,St. Louis,63110,MO,Private,38.6153,-90.27198,10/25/2018
E,KIPP WISDOM ACADEMY,2647 Ohio Ave,St. Louis,63118,MO,Charter,38.60436,-90.22609,10/25/2018
E,LONG MIDDLE COMMUNITY ED. CTR.,5028 MORGANFORD RD,St. Louis,63116,MO,Public,38.57993,-90.26665,10/25/2018
E,ACAD OF ENVT SCI/MATH MIDDLE,3021 HICKEY ST,St. Louis,63104,MO,Public,38.6228,-90.22754,10/25/2018
E,SHENANDOAH ELEM.,3412 SHENANDOAH AVE,St. Louis,63104,MO,Public,38.60907,-90.23683,10/25/2018
E,TOWER GROVE CHRISTIAN ACADEMY,4257 MAGNOLIA AVE,St. Louis,63110,MO,Private,38.60925,-90.2566,10/25/2018
E,CITY GARDEN MONTESSORI SCHOOL,1618 TOWER GROVE AVE,St. Louis,63110,MO,Charter,38.62007,-90.25516,10/25/2018
E,CROSSROADS COLLEGE PREPARATORY SCHOOL,500 DE BALIVIERE AVE,St. Louis,63112,MO,Private,38.65293,-90.28399,10/25/2018
E,MERAMEC ELEM.,2745 MERAMEC ST,St. Louis,63118,MO,Public,38.57973,-90.23235,10/25/2018
E,ST STEPHEN PROTOMARTYR SCHOOL,3929 WILMINGTON AVE,St. Louis,63116,MO,Private,38.56964,-90.26286,10/25/2018
E,LACLEDE ELEM.,5821 KENNERLY AVE,St. Louis,63112,MO,Public,38.67744,-90.27666,10/25/2018
E,GATEWAY SCIENCE ACADEMY MIDDLE,5049 FYLER AVENUE,St. Louis,63139,MO,Charter,38.6009,-90.27636,10/25/2018
E,HENRY ELEM.,1220 N TENTH ST,St. Louis,63106,MO,Public,38.637285,-90.191399,10/25/2018
E,PEABODY ELEM.,1224 S 14TH ST,St. Louis,63104,MO,Public,38.61679,-90.2048,10/25/2018
E,WILKINSON EARLY CHILDHOOD CTR.,1921 PRATHER AVE,St. Louis,63139,MO,Public,38.62187,-90.30475,10/25/2018
E,GATEWAY SCIENCE ACADEMY HIGH,5049 FYLER AVENUE,St. Louis,63139,MO,Charter,38.6009,-90.27636,10/25/2018
E,LIFT FOR LIFE ACADEMY,1731 S BROADWAY,St. Louis,63104,MO,Charter,38.60836,-90.20077,10/25/2018
E,JEFFERSON ELEM.,1301 HOGAN ST,St. Louis,63106,MO,Public,38.64129,-90.20325,10/25/2018
E,HUMBOLDT ACAD OF HIGHER LRNING,2516 S. 9th St.,St. Louis,63104,MO,Public,38.60143,-90.20763,10/25/2018
E,HODGEN ELEM.,1616 CALIFORNIA,St. Louis,63104,MO,Public,38.61676425,-90.22521228,10/25/2018
E,SIGEL ELEM. COMM. ED. CTR.,2050 ALLEN AVE,St. Louis,63104,MO,Public,38.61045,-90.21606,10/25/2018
E,FORD-FORD BR. ELEM. COMM. ED.,1383 CLARA AVE,St. Louis,63112,MO,Public,38.66719,-90.27869,10/25/2018
E,NEW CITY SCHOOL,5209 WATERMAN BLVD,St. Louis,63108,MO,Private,38.64948,-90.27064,10/25/2018
E,CLEVELAND NJROTC ACADEMY,3125 S Kingshighway,St. Louis,63139,MO,Public,38.60452,-90.27114,10/25/2018
E,ROSATI-KAIN HIGH SCHOOL,4389 LINDELL BLVD,St. Louis,63108,MO,Private,38.64197,-90.25341,10/25/2018
E,ACAD OF ENVT SCI/MATH ELEM,3325 Bell,St. Louis,63106,MO,Public,38.64197,-90.22577,10/25/2018
E,FROEBEL ELEM.,3709 NEBRASKA AVE,St. Louis,63118,MO,Public,38.5881,-90.23389,10/25/2018
E,MANN ELEM.,4047 JUNIATA ST,St. Louis,63116,MO,Public,38.60219,-90.25461,10/25/2018
E,MALLINCKRODT A.B.I. ELEM.,6020 PERNOD AVE,St. Louis,63139,MO,Public,38.596,-90.29379,10/25/2018
E,OAK HILL ELEM.,4300 MORGANFORD RD,St. Louis,63116,MO,Public,38.58879,-90.26392,10/25/2018
E,ADAMS ELEM.,1311 TOWER GROVE AVE,St. Louis,63110,MO,Public,38.62471,-90.25654,10/25/2018
E,EARL NANCE SR. ELEM.,8959 RIVERVIEW BLVD,St. Louis,63147,MO,Public,38.72079023,-90.24063181,10/25/2018
E,WOODWARD ELEM.,725 BELLERIVE BLVD,St. Louis,63111,MO,Public,38.5657,-90.24995,10/25/2018
E,GRAND CENTER ARTS ACAD MIDDLE,711 N. GRAND,St. Louis,63103,MO,Charter,38.64063,-90.23087,10/25/2018
E,KIPP VICTORY ACADEMY,955 ARCADE AVENUE,St. Louis,63118,MO,Charter,38.65995,-90.2806,10/25/2018
E,HAMILTON ELEM. COMMUNITY ED.,4160 N KINGSHIGHWAY,St. Louis,63115,MO,Public,38.68084,-90.24738,10/25/2018
E,ASHLAND ELEM. AND BR.,3921 N NEWSTEAD,St. Louis,63115,MO,Public,38.67168,-90.23582,10/25/2018
E,METRO HIGH,4015 MCPHERSON AVE,St. Louis,63108,MO,Public,38.64073,-90.24312,10/25/2018
E,HERZOG ELEM.,5831 PAMPLIN PL,St. Louis,63147,MO,Public,38.71103,-90.25191,10/25/2018
E,LIFT FOR LIFE ACADEMY HIGH SCH,1731 S BROADWAY,St. Louis,63104,MO,Charter,38.60836,-90.20077,10/25/2018
E,ST MARY'S HIGH SCHOOL,4701 S GRAND BLVD,St. Louis,63111,MO,Private,38.57521,-90.25139,10/25/2018
E,KIPP INSPIRE ACADEMY,1212 N 22nd St,St. Louis,63106,MO,Charter,38.64047,-90.20792,10/25/2018
E,BUSCH MS CHARACTER ATHLETICS,5910 CLIFTON AVE,St. Louis,63109,MO,Public,38.57783,-90.29653,10/25/2018
E,KENNARD/CLASSICAL JR. ACAD.,5031 POTOMAC,St. Louis,63139,MO,Public,38.59811,-90.27653,10/25/2018
E,YEATMAN-LIDDELL MIDDLE SCHOOL,4265 ATHLONE AVE,St. Louis,63115,MO,Public,38.67441653,-90.22853178,10/25/2018
E,MONROE ELEM.,3641 MISSOURI AVE,St. Louis,63118,MO,Public,38.58811,-90.22486,10/25/2018
E,SUMNER HIGH,4248 COTTAGE AVE,St. Louis,63113,MO,Public,38.65984598,-90.23862362,10/25/2018
E,FANNING MIDDLE COMMUNITY ED.,3417 GRACE AVE,St. Louis,63116,MO,Public,38.59567,-90.24527,10/25/2018
E,GATEWAY SCIENCE ACAD-SOUTH ELE,6651 GRAVOIS AVE.,St. Louis,63116,MO,Charter,38.57232,-90.28348,10/25/2018
E,LEXINGTON ELEM.,5030 LEXINGTON AVE,St. Louis,63115,MO,Public,38.67469,-90.25448,10/25/2018
E,CARNAHAN SCH. OF THE FUTURE,4041 S BROADWAY,St. Louis,63118,MO,Public,38.58161,-90.2291,10/25/2018
E,NORTH SIDE COMMUNITY SCHOOL,3033 N EUCLID STREET,St. Louis,63115,MO,Charter,38.67215,-90.25226,10/25/2018
E,SHAW VISUAL/PERF. ARTS CTR.,5329 COLUMBIA AVE,St. Louis,63139,MO,Public,38.61179,-90.277,10/25/2018
E,COLE ELEM.,3935 ENRIGHT AVE,St. Louis,63108,MO,Public,38.64518,-90.23806,10/25/2018
E,LYON AT BLOW ELEM.,516 LOUGHBOROUGH AVE,St. Louis,63111,MO,Public,38.55463,-90.25716,10/25/2018
E,ST LOUIS LANG IMMERSION SCHOOL,4011 PAPIN ST,St. Louis,63110,MO,Charter,38.62955,-90.24839,10/25/2018
E,AMES VISUAL/PERF. ARTS,2900 HADLEY,St. Louis,63107,MO,Public,38.65286213,-90.19557152,10/25/2018
E,WOERNER ELEM.,6131 LEONA ST,St. Louis,63116,MO,Public,38.56961,-90.26906,10/25/2018
E,WASHINGTON MONTESSORI,1130 N EUCLID AVE,St. Louis,63113,MO,Public,38.65672,-90.25919,10/25/2018
E,CENTRAL VISUAL/PERF. ARTS HIGH,3125 S KINGSHIGHWAY BLVD,St. Louis,63139,MO,Public,38.60452,-90.27114,10/25/2018
E,BUDER ELEM.,5319 LANSDOWNE AVE,St. Louis,63109,MO,Public,38.58886,-90.28315,10/25/2018
E,GRAND CENTER ARTS ACADEMY HIGH,711 NORTH GRAND AVENUE,St. Louis,63103,MO,Charter,38.64063,-90.23087,10/25/2018
E,MULLANPHY BOTANICAL GARDENS,4221 SHAW BLVD,St. Louis,63110,MO,Public,38.61706,-90.2546,10/25/2018
E,CARONDELET LEADERSHIP ACADEMY,7604 Michigan Avenue,St. Louis,63111,MO,Charter,38.54865603,-90.26147602,10/25/2018
E,GATEWAY SCIENCE ACAD/ST LOUIS,6576 Smiley Avenue,St. Louis,63139,MO,Charter,38.60664,-90.30247,10/25/2018
E,DEWEY SCH.-INTERNAT'L. STUDIES,815 ANN AVE,St. Louis,63104,MO,Public,38.60566,-90.20505,10/25/2018
E,BEAUMONT CTE HIGH SCHOOL,3836 NATURAL BRIDGE AVE,St. Louis,63107,MO,Public,38.66273,-90.22163,10/25/2018
E,MASON ELEM.,6031 SOUTHWEST AVE,St. Louis,63139,MO,Public,38.61087,-90.29001,10/25/2018
E,COMPTON-DREW ILC MIDDLE,5130 OAKLAND AVE,St. Louis,63110,MO,Public,38.62940935,-90.27164447,10/25/2018
E,ST GABRIEL THE ARCHANGEL SCHOOL,4711 TAMM AVE,St. Louis,63109,MO,Private,38.58779,-90.29925,10/25/2018
E,STIX EARLY CHILDHOOD CTR.,647 TOWER GROVE AVE,St. Louis,63110,MO,Public,38.63149662,-90.25461905,10/25/2018
E,ROOSEVELT HIGH,3230 HARTFORD ST,St. Louis,63118,MO,Public,38.6010575,-90.23705242,10/25/2018
E,MCKINLEY CLASS. LEADERSHIP AC.,2156 RUSSELL BLVD,St. Louis,63104,MO,Public,38.61002,-90.21906,10/25/2018
E,GATEWAY ELEM.,4 GATEWAY DR,St. Louis,63106,MO,Public,38.64230587,-90.21249911,10/25/2018
E,CARR LANE VPA MIDDLE,1004 N JEFFERSON AVE,St. Louis,63106,MO,Public,38.63921568,-90.21276597,10/25/2018
E,GATEWAY MIDDLE,1200 N JEFFERSON AVE,St. Louis,63106,MO,Public,38.64143352,-90.21271984,10/25/2018
E,SOLDAN INTERNATIONAL STUDIES,918 N UNION BLVD,St. Louis,63108,MO,Public,38.65517,-90.27223,10/25/2018
E,VASHON HIGH,3035 CASS AVE,St. Louis,63106,MO,Public,38.64766,-90.22113,10/25/2018
E,CONFLUENCE PREPARATORY ACADEMY,310 NORTH 15 STREET,St. Louis,63103,MO,Charter,38.63093,-90.20084,10/25/2018
E,MILLER CAREER ACADEMY,1000 N GRAND,St. Louis,63106,MO,Public,38.64246607,-90.22921468,10/25/2018
E,OLD NORTH,3017 NORTH 13TH STREET,St. Louis,63107,MO,Charter,38.65394,-90.19659,10/25/2018
E,SOUTH CITY,3112 MERAMEC,St. Louis,63118,MO,Charter,38.57974,-90.23828,10/25/2018
E,PREMIER CHARTER SCHOOL,5279 FYLER AVENUE,St. Louis,63139,MO,Charter,38.6007712,-90.27980118,10/25/2018
E,ST LOUIS UNIVERSITY HIGH SCHOOL,4970 OAKLAND AVE,St. Louis,63110,MO,Private,38.62828,-90.26803,10/25/2018
E,GATEWAY HIGH,5101 MCREE AVE,St. Louis,63110,MO,Public,38.62169,-90.26944,10/25/2018
R,"3,750,000",505 Washington Ave ,St.louis ,63101,MO,Office,38.630001,-90.188229,10/24/2018
R,"3,700,000",901 N 10th St ,St.louis ,63101,MO,Office,38.633941,-90.192844,10/24/2018
R,"2,750,000",620 Market Street,St.louis ,63101,MO,Office,38.625914,-90.191942,10/24/2018
R,"499,000",812 N Collins Street,St.louis ,63102,MO,Office,38.631224,-90.185566,10/24/2018
R,"899,000",807-809 N 2nd St,St.louis ,63102,MO,StoreFront/Retail Office,38.631009,-90.18441,10/24/2018
R,"325,000",1901 N Broadway ,St.louis ,63102,MO,Industrial,38.645542,-90.187,10/24/2018
R,"799,000",724  N 1st St,St.louis ,63102,MO,Office,38.63014,-90.18328,10/24/2018
R,"1,500,000",1915 N 9th St,St.louis ,63102,MO,Warehouse,38.645559,-90.188435,10/24/2018
R,"2,990,000",2300 Clark Avenue,St.louis ,63103,MO,Warehouse,38.628309,-90.215008,10/24/2018
R,"2,000,000",1300 Washington Avenue,St.louis ,63103,MO,StoreFront/Retail Office,38.632143,-90.198585,10/24/2018
R,"2,000,000",1300 Washington Avenue,St.louis ,63103,MO,Apartments,38.632143,-90.198585,10/24/2018
R,"1,500,000",1423 Locust St,St.louis ,63103,MO,Parking Lot,38.631454,-90.200954,10/24/2018
R,"3,800,000",1409 Washington Avenue,St.louis ,63103,MO,Office,38.632455,-90.200095,10/24/2018
R,"4,025,000",1314-1316 Washington Avenue,St.louis ,63103,MO,Office,38.632256,-90.199104,10/24/2018
R,"6,500,000",1320 Washington Avenue,St.louis ,63103,MO,Apartments,38.632293,-90.199273,10/24/2018
R,"16,000,000",1227 Washington Avenue,St.louis ,63103,MO,Apartments,38.631867,-90.197217,10/24/2018
R,"5,150,000",1300 Convention Plaza,St.louis ,63103,MO,Apartments,38.633487,-90.197347,10/24/2018
R,"5,600,000",1220 St Charles St,St.louis ,63103,MO,Parking Garage,38.631468,-90.198125,10/24/2018
R,"8,350,000",500 N 13th St,St.louis ,63103,MO,Apartments,38.631604,-90.198456,10/24/2018
R,"499,000",1824 Choteau St,St.louis ,63103,MO,Office,38.630287,-90.215039,10/24/2018
R,"600,000",1501 Locust St,St.louis ,63103,MO,StoreFront/Retail Office/Residential,38.631573,-90.201535,10/24/2018
R,"890,000",400 S 18th St,St.louis ,63103,MO,Office,38.625753,-90.206238,10/24/2018
R,"895,000",1706 Olive St,St.louis ,63103,MO,Office,38.631161,-90.204659,10/24/2016
R,"900,000",1531-1535 Olive Blvd,St.louis ,63103,MO,Commercial,38.630773,-90.202726,10/24/2018
R,"679,000",3534 Washington Avenue,St.louis ,63103,MO,Commercial,38.638748,-90.230776,10/24/2018
R,"680,000",2815 Locust St,St.louis ,63103,MO,Office,38.635145,-90.218745,10/24/2018
R,"595,000",2028-2030 Delmar Blvd,St.louis ,63103,MO,Warehouse,38.635821,-90.20836,10/24/2018
R,"635,000",730 N 18th Street,St.louis ,63103,MO,Warehouse,38.634127,-90.204528,10/24/2018
R,"795,000",1608 Menard Street,St.louis ,63104,MO,Loft/Creative Space,38.612565,-90.203719,10/24/2018
R,"429,000",2225 Gravois Ave,St.louis ,63104,MO,StoreFront/Retail/Office,38.606268,-90.220326,10/24/2018
R,"2,200,000",1511-1525 S 8th St,St.louis ,63104,MO,Warehouse,38.612266,-90.199681,10/24/2018
R,"1,750,000",1120 Montrose Avenue,St.louis ,63104,MO,Manufacturing,38.622812,-90.226754,10/24/2018
R,"990,000",Fox Park South Portfolio,St.louis ,63104,MO,Residential,38.612378,-90.215345,10/24/2018
R,"160,000",1812 Geyer Avenue,St.louis ,63104,MO,Residential,38.610436,-90.212902,10/24/2018
R,"799,000",4747 McPherson Ave,St.louis ,63108,MO,Restaurant,38.648316,-90.260649,10/24/2018
R,"2,800,000",3610 Olive St,St.louis ,63108,MO,Commercial,38.638897,-90.233941,10/24/2018
R,"2,495,000",3674 Forest Park Ave,St.louis ,63108,MO,StoreFront/Retail/residential,38.633689,-90.237244,10/24/2018
R,"375,000",3809-3817 S Kingshighway Blvd,St.louis ,63109,MO,StoreFront/Retail/residential,38.592066,-90.272873,10/24/2018
R,"549,000",5200 S Kingshighway Blvd,St.louis ,63109,MO,Auto Repair,38.58224,-90.278167,10/24/2018
R,"2,575,000",4500 Swan Ave,St.louis ,63110,MO,Warehouse,38.625332,-90.262333,10/24/2018
R,"385,000",4125 Chouteau Ave,St.louis ,63110,MO,Apartments,38.628447,-90.251022,10/24/2018
R,"395,000",925 S Sarah St,St.louis ,63110,MO,Apartments,38.628751,-90.249931,10/24/2018
R,"595,000",1227 S Vandeventer Ave,St.louis ,63110,MO,Apartments,38.62692,-90.2505,10/24/2018
R,"3,825,000",4925 Southwest Ave,St.louis ,63110,MO,Freestanding,38.61289,-90.26883,10/24/2018
R,"450,000",4553 Swan Ave,St.louis ,63110,MO,Apartments,38.62529,-90.26398,10/24/2018
R,"1,373,222",7700 S Broadway,St.louis ,63111,MO,Freestanding,38.54649,-90.25856,10/24/2018
R,"365,000",5324 Virginia Ave,St.louis ,63111,MO,Freestanding,38.56626,-90.24505,10/24/2018
R,"875,000",8701 S Broadway,St.louis ,63111,MO,Auto Dealership,38.53906,-90.26808,10/24/2018
R,"695,000",6805 S Broadway,St.louis ,63111,MO,Office,38.55302,-90.25205,10/24/2018
R,"575,000",5344 Delmar Place Ct,St.louis ,63112,MO,Residential,38.65317,-90.27696,10/24/2018
R,"5,875,000",5622 Delmar Blvd,St.louis ,63112,MO,Apartments,38.65334,-90.28338,10/24/2018
R,"350,000",8518 S Broadway,St.louis ,63112,MO,Bar,38.54042,-90.26548,10/24/2018
R,"8,500",4019 N Taylor Ave,St.louis ,63115,MO,Residential,38.67444,-90.23835,10/24/2018
R,"395,000",4870 Natural Bridge Ave,St.louis ,63115,MO,Auto Dealership,38.67439,-90.24806,10/24/2018
R,"135,000",4217 Meramec St,St.louis ,63116,MO,Industrial,38.5904,-90.26154,10/24/2018
R,"249,000",3805 Meramec St,St.louis ,63116,MO,StoreFront/Retail Office,38.58316,-90.24813,10/24/2018
R,"279,000",5801 Gravois St,St.louis ,63116,MO,StoreFront/Retail Office,38.57745,-90.27461,10/24/2018
R,"249,000",3235 S 7th St,St.louis ,63118,MO,StoreFront/Retail Office,38.59377,-90.21348,10/24/2018
R,"500,000",1976 Arsenal St,St.louis ,63118,MO,Multi Family,38.60427,-90.25736,10/24/2018
R,"375,000",3869 S Grand Blvd,St.louis ,63118,MO,Fast Food,38.59296,-90.24375,10/24/2018
R,"2,000,000",3740 Marine Ave,St.louis ,63118,MO,Schools,38.58589,-90.22049,10/24/2018
R,"2,349,089",3846 S Grand Blvd,St.louis ,63118,MO,Freestanding,38.59296,-90.24375,10/24/2018
R,"1,345,000",3654 S Grand Blvd,St.louis ,63118,MO,Office,38.59045,-90.24364,10/24/2018
R,"3,810,000",2933 S Kingshighway Blvd,St.louis ,63139,MO,Drug Store,38.60542,-90.26994,10/24/2018
R,"775,000",6101 Arsenal St,St.louis ,63139,MO,Restaurant,38.60764,-90.29283,10/24/2018
R,"875,000",2165 Hampton Ave,St.louis ,63139,MO,Office,38.61603,-90.28775,10/24/2018
R,"1,750,000",3185 S Kingshighway Blvd,St.louis ,63139,MO,Manufacturing,38.67361,-90.25423,10/24/2018
R,"675,000",3108 S Kingshighway St,St.louis ,63139,MO,StoreFront/Retail Office,38.60475,-90.26903,10/24/2018
R,"250,000",8400 N Broadway,St.louis ,63147,MO,Religious Facility,38.71523,-90.22964,10/24/2018
R,"1,250,000",1-2 Luther Ave,St.louis ,63147,MO,Commercial,38.6675,-90.18884,10/24/2018
R,"195,000",3145 N 9th St,St.louis ,63147,MO,Warehouse,38.65647,-90.19439,10/24/2018
R,"109,000",8635 N Broadway,St.louis ,63147,MO,Retail,38.72006,-90.22919,10/24/2018
R,"2,550,000",8430 Hall St,St.louis ,63147,MO,Warehouse,38.71766,-90.22609,10/24/2018
